id,squareMeters,rooms,floor,floorCount,latitude,longitude,centreDistance,poiCount,schoolDistance,clinicDistance,postOfficeDistance,kindergartenDistance,restaurantDistance,collegeDistance,pharmacyDistance,hasParkingSpace,hasBalcony,hasElevator,hasSecurity,hasStorageRoom,price,isBrick,isConcreteSlab,isPremium,isLowQual,isApartment,isBlock,isTenement,age,predicted_price
2d8082340421c40821ae09d0722a59ab,39.0,2.0,3,4,52.1951226,20.8837885,9,11.0,0,2,0,0,0,3,0,0,1,0,0,0,2390,1,0,0,0,0,0,0,44,3281.9060871907727
2b978b761d421dd7e96225ecbe748e42,40.0,2.0,1,5,52.2763429550798,21.0514279864183,5,19.0,0,0,0,0,0,0,0,0,1,0,0,0,2400,0,0,0,0,0,1,0,11,3407.4665133553485
665b370d9e166d58fd54cf85a36c496e,59.0,2.0,7,17,52.2411167,21.0980233,6,33.0,0,0,0,0,0,0,0,0,1,1,0,0,3100,0,1,0,0,1,0,0,22,3845.456329328031
42a65a81bbb870d5f29333d509ed24ac,40.0,2.0,9,10,52.22588,21.03888,2,23.0,0,1,0,0,0,0,0,0,0,1,0,0,3600,0,0,0,0,0,0,0,51,3995.416893304358
7889009da6e29923a92f2014ef625f55,80.0,3.0,4,11,52.24388394,21.09460831,6,23.0,0,0,0,0,0,0,0,1,1,1,0,0,4300,1,0,0,0,1,0,0,23,6141.103976272501
798d8f4537aa8ea2e73bfda3d576adf4,55.0,2.0,1,3,52.2103359,20.9712206,3,31.0,0,0,0,0,0,0,0,1,0,0,0,1,3500,1,0,0,0,0,1,0,69,3670.4854285714287
c0e5b0af96d3e8f76e44024e11bc6533,105.0,4.0,4,4,52.2226856,21.0210752,1,69.0,0,0,0,0,0,0,0,1,0,1,0,0,12500,1,0,1,0,0,0,1,69,10456.747975297618
3daeb9a79706365e89cd1d4a387d5c3f,40.0,2.0,1,4,52.2806347,21.08284152,7,0.0,0,2,0,0,0,0,0,0,0,0,0,0,2500,0,0,1,0,0,1,0,4,3382.29576963777
09a1173ecb4ee83bd00dc0e811e1d47a,150.0,6.0,6,6,52.2296756,21.0122287,0,113.0,0,0,0,0,0,0,0,0,1,1,0,0,16000,1,0,0,0,0,0,1,85,14114.52465714286
1d59636142f783cf5ad024660f39e940,56.0,3.0,1,5,52.27502,20.96519,5,18.0,0,0,0,0,0,0,0,0,1,1,1,0,5400,1,0,0,0,1,0,0,3,4807.535
