id,squareMeters,rooms,floor,floorCount,latitude,longitude,centreDistance,poiCount,schoolDistance,clinicDistance,postOfficeDistance,kindergartenDistance,restaurantDistance,collegeDistance,pharmacyDistance,hasParkingSpace,hasBalcony,hasElevator,hasSecurity,hasStorageRoom,price,isBrick,isConcreteSlab,isPremium,isLowQual,isApartment,isBlock,isTenement,age
77b3d7689a82c935faf60d4ac147f132,53.0,3.0,2,4,52.17067,21.0075,6,13.0,0,0,0,0,0,2,0,0,1,0,0,0,4500,0,0,0,0,0,0,0,23
7622a997b194a14a660b7dd79edb496f,78.0,3.0,4,6,52.2238098,20.9691008,2,6.0,0,0,0,0,0,1,0,1,1,1,0,0,7400,1,0,0,0,1,0,0,9
c9be13a77c64a7fd5577086a508faca7,96.0,3.0,1,3,52.2321806,21.038151,2,18.0,0,0,0,0,0,0,0,1,1,1,0,0,12500,1,0,0,0,1,0,0,6
d4caae96ab1cd337a7678339380230b6,38.0,2.0,4,5,52.2251,21.017,1,115.0,0,0,0,0,0,0,0,0,1,1,0,0,2800,1,0,0,0,0,0,1,107
ef87b15c82860028f4efa023d1d9e1bb,115.0,4.0,2,8,52.18252,20.99366,5,18.0,0,0,0,0,0,1,0,0,1,0,0,0,18000,0,0,0,0,0,0,0,2
6eb46b75614862d09b4e8b0a5b67526c,77.0,4.0,10,16,52.1823249,21.0258847,5,21.0,0,0,0,0,0,1,0,1,1,1,0,0,4000,1,0,1,0,1,0,0,16
f09d2966c2c3234b97728e10c287297f,38.0,2.0,2,5,52.2267834,20.9812982,1,22.0,0,0,0,0,0,1,0,1,1,1,0,0,3500,1,0,1,0,1,0,0,9
8a023d5ce1f2c33ca485cb4f32533bba,46.17,2.0,2,3,52.21963,20.89435,7,5.0,0,0,0,0,0,3,0,0,0,0,0,0,4280,0,0,0,0,0,0,0,24
fc4552af40ec0810bd555ac4ca1fa380,73.0,3.0,1,4,52.16068,21.07822,9,29.0,0,1,0,0,0,2,0,0,1,0,0,0,5500,0,0,0,0,0,0,0,15
1bc2098ffec66d21397aa5fe8bf14b19,50.0,2.0,4,9,52.18866,21.04752,5,11.0,0,0,0,0,0,3,0,0,0,1,0,0,5000,0,0,0,0,0,0,0,22
ae2c62eabeeeb8f141dc93c093d67fa3,77.0,4.0,7,7,52.27017,21.04499,5,12.0,0,1,0,0,0,1,0,1,1,0,0,0,4500,0,0,0,0,0,0,0,19
edf16b6885d1c27e007a320d1059dda6,42.0,2.0,1,4,52.21965,20.8943,7,5.0,0,0,0,0,0,3,0,0,1,0,0,0,4050,0,0,0,0,0,0,0,4
fbe3ec13313d2e901e9c85e0e021ad04,67.0,2.0,7,8,52.2311,21.0317,1,19.0,0,0,0,0,0,0,0,1,1,1,1,0,6000,1,0,0,0,1,0,0,18
7de7324868cbc56aafa07e0e536edd27,47.5,2.0,2,4,52.21366,21.01827,2,28.0,0,0,0,0,0,0,0,0,0,1,0,1,3780,1,0,0,0,0,0,1,86
a7ee87da30520b425dd22539127a0076,94.0,3.0,3,6,52.2011,21.0226,3,35.0,0,0,0,0,0,0,0,1,1,1,0,0,8000,1,0,0,0,1,0,0,18
18eecde3d8ce9a4eafc78f88bdd71864,78.0,3.0,13,15,52.23449,20.99151,0,91.0,0,0,0,0,0,0,0,0,0,1,0,0,5450,0,0,0,0,0,0,0,20
1b8854da9c955c3a4b208c91a0a67ce4,30.3,2.0,4,7,52.2008,21.01052,3,27.0,0,0,0,0,0,0,0,0,0,1,0,1,3500,1,0,0,0,0,0,1,71
349eed411abb281572bedaebefe91f95,43.19,2.0,5,5,52.2290556,21.07212734,4,26.0,0,0,0,0,0,0,0,1,1,1,0,0,4900,1,0,1,0,1,0,0,6
25fb585775972f6f191172b31c4e19f9,86.0,4.0,1,4,52.2241,21.0735,4,10.0,0,1,0,0,0,0,0,1,0,1,0,0,6000,1,0,0,0,1,0,0,21
41570841a6aba0f876f5c6d7f4b8e982,47.0,2.0,1,7,52.228621,20.9673135,2,11.0,0,0,0,0,0,1,0,1,1,0,0,0,4600,1,0,0,0,1,0,0,7
02a4cec60c6bfca75bc14fb807ad21dc,108.0,5.0,4,7,52.22565,21.03787,2,22.0,0,1,0,0,0,1,0,0,1,1,0,0,9500,1,0,0,0,1,0,0,18
50ab79e4fb53c15e036a7971c19a40fb,130.0,6.0,1,4,52.2065119,20.998334,2,20.0,0,0,0,0,0,0,0,1,1,1,0,0,9500,1,0,0,0,1,0,0,14
5aa95f6e777d9458c72ba1ddbcf02af7,52.0,2.0,3,6,52.18221,21.04359,6,5.0,0,0,0,0,0,2,0,0,0,1,0,0,4200,0,0,0,0,0,0,0,6
e1dd4c5629692b4e68781769deaed5e6,60.0,2.0,1,1,52.2792164,21.0550929,6,17.0,0,0,1,0,0,0,0,0,0,0,0,0,3600,0,0,0,0,0,0,0,38
03844e9e857ae4018416d857d018546c,130.0,4.0,1,2,52.20801,20.90396,7,8.0,0,1,0,0,0,3,0,0,0,0,0,1,8000,0,0,0,0,0,0,0,49
7fe84a48a974092b44c2140a61795e1b,62.0,3.0,6,7,52.1867,20.9925,5,24.0,0,0,0,0,0,0,0,0,0,1,0,0,4900,1,0,1,0,1,0,0,3
76d4dc98eccce0eb10ecd0bb5283abca,48.0,2.0,3,6,52.229,21.0089,0,92.0,0,0,0,0,0,0,0,0,0,1,0,0,5200,0,0,0,0,0,0,0,90
174b0a7936927023c76a5f033e575670,86.0,4.0,1,4,52.22507405,21.07403376,4,13.0,0,1,0,0,0,0,0,0,1,0,1,0,6000,1,0,0,0,1,0,0,22
8579b1e63c21ca33988ea65eb63109e1,103.0,4.0,2,4,52.24154,21.0254,1,45.0,0,0,0,0,0,0,0,0,1,0,0,0,8500,0,0,0,0,0,0,0,70
d6955ea3c808591905e26a270c502aeb,25.0,1.0,4,4,52.2925973,20.9394164,8,21.0,0,0,0,0,0,1,0,0,0,0,0,0,2600,0,0,1,0,0,1,0,28
2d495802fb8adc19cb0ca38eaacaeceb,48.0,2.0,5,6,52.1910174,20.8963716,8,21.0,0,3,0,0,0,4,0,1,1,1,1,0,3300,0,0,0,0,0,1,0,16
ae7829b320040d0ddd5b8bdbbd620fe8,79.0,4.0,2,4,52.1598925,21.0772162,9,27.0,0,1,0,0,0,1,0,1,1,1,0,0,7900,1,0,1,0,1,0,0,14
826e4ee67469db12ebc5c3c2ff90331c,43.0,2.0,4,5,52.24566,21.0829,5,54.0,0,0,0,0,0,0,0,0,1,1,0,0,3500,0,0,0,0,0,0,0,2
